,text,Rating,word_count,char_length
8953,"perfect paris haven husband recently returned paris having spent 4 nights splendid etoile celebrating silver wedding anniversary, special occasion travelling way dubai researched hotels extensively trip advisor deciding hotel absolutely delighted choice, moment stepped door till time left airport friendly courteous prompt service, chief concierge m. haroun delightful gave kinds helpful tips, advice trip advisor member asked room 407 superior room balconies overlooking arch triumph, room exactly seen web site appointed clean carpets extremely comfortable beds, bathroom spacious clean lovely warm radiator, night arch lit looks magical windows lights twinkling champs elysee, special wake morning look window know immediately paris, room rate included buffet breakfast served cosy little room lobby able start day cooked meal, continental option variety juices cereals fruit breads looked quite filling delicious.the hotel comveniently located avenue carnot underpass takes champs elysee 5 minute walk, taxi stand hotel door rer station right, metro station couple minutes away, taxis reasonably priced wanted close hotel easy cheap, instance musee d'orsay cost 5 euro taxi, hotel restaurant bar pleasantly surprised quality food, number cafes brasseries avenue carnot offer cheaper options, road alimentaries boulangerie patisserie wine shop pick bread cheese meats salads eating picnic.we wonderful time love return splendid etoile, previous visit paris stayed latin quarter enjoyed time etoile far,  ",5,209,1508
9090,"fab stay dam just got 3 nights staying amsterdam art thoroughly loved hotel amsterdam.the hotel outskirts town best way airport train central station bus stops right outside hotel, number 48 bus got runs regularly midnight 353 night bus, ask driver stop hempoint directly opposite hotel cross dual carriageway hotel ca n't miss bright coloured cows, buses hotel regular 15 minutes peak times, got central station crossed road tourist information bought 2 48 hour amsterdam cards allow travel buses trams metro free free entry wide range musuems good value, 24 72 hours, card valid use, hotel fantastic room looked just like pictures taken reviewers, toiletries stocked day lovely shampoo, fabulously huge bed great pillows huge bath good shower, nice purple sofa, view not great cares room long hotel safe quiet place night no worries having deal drunk people, did problems key card not working 2 days just went reception dealt, 2 mugs day 1 mug hardly massive issues, did not breakfast hotel 15 euros thought bit steep went town snack places, did eat bar evening food good beware ordering burger does come rare n't ask, bottle wine 20 euros.tips- train blue seats class make sure sit green seats.if planning madame tussards dungeon tussards missed 50 dungeon.the dungeon not faint hearted tour interactive n't want spoil suprise worth penny, anne frank house great step history people read diary, booked timed tickets online avoid queues, heineken brewery good visit 3 halfs lager free gift, got number 24 tram station 16 stops just bridge ca n't miss, van gogh musuem rijksmusuem excellent morning, trams 16 24 heineken brewery follow canal right brewery- ca n't miss rijks majestic, diamond museum good canal cruise nearby, red light district did offered drugs just walking ignore unless course want, wear comfy shoes, took flip flops paid price walked 6 miles day, dutch friendly got help directions asking, loved going soon,  ",5,312,1931
9175,"charming lovely nhotel great location, wife stayed charming romantic little hotel days loved it.the rooms tastefully decorated veranda large paris standards cosy, stands bathrooms overlooks small alley yard sort garden.the hotel located cultural center paris, minutes walk paris university polytechnic seven minutes walk notre dame 3 minutes pantheon rue mouftar takes no half hour walking jardin du louxembourg 15 minutes boulevard st michel staff hotel exception friendly polite highly professional special thanks mademoiselle annoulice spelling right help regarding booking ballet performance warm welcoming smile.one big plus hotel opposite bus stopwhere easilly comfortably standing access paris direct bus lines interconnections blv st michel, buses run late night 00:30 hrs, worth buyng carnets 10 billets comes bit cheaper advantage use ticket route regardless buses changed inteconnection.next hotel metro stations used metro twice bus quicker travelling bus paris hint buy 5 days ticket unlimitted travel bateaubus 17 euros 1day ticket cost 13 euros practically important meuseems tour eiffel embarking notre dame time enjoying river seine.the far remember leaves 20:30 hrs.many restaurants international french cuisine hotel, tried spanish thibetian indian armenian argentinian french near ecole politecnique satisfied especially thibetian argentinian spanish one.the french good too.it comes cheaper order course meal formule.all strongly recomend nice hotel.if price not drammatically increased certainly stay visit beautifull paris.p.s breakfast continental quite satisfying considering price.we preferred room dinning room nice immaculately clean no sunlight basement hotel,  ",5,227,1691
9216,"fantastic place stay, just returned excellent 2 night stay intercontinental frankfurt, hotel staff location absolutely perfect n't hesitate stay again.we arrived early 10am expected told room not ready took seat housekeeping ask room ready, going day told time checked luggage bag store problem.we twin standard room city wing, wing people impressed just perfect, access city wing street main reception carpeted underpassage hotel reception room going outside, room 19th floor fantastic view city, no complaints beautiful night lights, different type beautiful river view no doubt certainly not ugly.the room comfortable tastefully furnished, not modern fine, beds comfortable different types pillow choose, non-allergenic pillows available request.the bathroom large shower excellent, robe slippers provided guest plenty towels elemeris toiletries high quality, cotton wool balls q tips shower cap sewing kit provided bathroom hairdryer magnifying mirror shaving make up.the room facilities good electronic safe kettle bad feature did n't spout nightmare pour tea coffee minibar tv iron trouser press shoe shine service leave shoes outside room cleaned overnight free charge rate included breakfast amazing, hotel business people countries breakfast buffet international included asian food curry cereal toast pastries ham cheese cooked selections juice yogurt fruit, biggest choice come beautifully presented.we dined leon italian restaurant access city wing nights stay excellent, food priced 6 euro pizza 9 euro pasta dish staff attentive, food served quickly, thinking dining worth making reservation getting early busy.finally location perfect, arrival took short walk station hauptbahnhof hotel easy short walk felt safe away red light district station, getting easy did n't want walk shopping areas subway u-bahn hauptbahnhof easy goes main areas city, took walk nearby river main pleasant,  ",5,269,1900
9263,"n't listen hotel lovely just returned wonderful 4 day trip barcelona not recommend hotel highly, unlucky ba travellers flights cancelled make alternative flight arrangements, check hotel sympathetic helpful, arrival check treated beautifully, arranged trip birthday surprise boyfriend 5 minutes getting room complimentary bottle champagne arrived lovely maria works reception arranged, hotel situated perfectly 15 minute walk las ramblas close not right noise, lots comments written road walk las ramblas honest yes shabby road middle city expect, main police station road n't worry, just careful like, yes modern hotel quite business like contemporary n't book want character honest spending time room hotel wrong city, rooms good size double bed huge king king size, bathroom nice good little treats left, cleaned day, did breakfast day treat nice, personally n't pay extra breakfast couple restaurants outside great breakfast 6-10eu pay 14eu hotel, road outside busy honestly did n't notice spent time just enjoying city, certainly did n't notice noise issue, pool small nice great views roof.the metro paral-lel literally outside hotel reception happy advise stations needed sights good local restaurants, given map city metro check useful, buy 2 3 pass metro, 2 day cost 8eu use buses trainsi book hotel treatment received alone.tips obviously visit sangrada familia beautiful not miss park guell amazing examples gaudi beware walk metro long, try quinzenity placa reial las ramblas queue foods great reasonably priced 3 course meal expensive bottles wine, it__Ç_é_ big tourist spot nice place people watch, walk barri gotic great tapas bars display tapas bar held cocktail sticks help you__Ç_éÈe charged according sticks used, fantastic trip ca n't wait,  ",5,264,1762
9270,"great hotel recently returned 4 night stay barcelona universal hotel highly recomend hotel, having read reviews hotel like point couple varying opinions, trip advisor queens said leave key concierge wake returned late night given swipe cards room left hotel took return time hotel lobby open not arrived early hours morning, say nice neighbourhood location great area/neighbourhood slightly downmarket, not say did n't feel safe pleasant stroll la ramblas port vell sea front/marina.the hotel vey modern rooms nicely furnished beech furniture floors room bathroom spotless cleaned everyday, ladies no need bring travel hairdryer excellent bathroom, beds firm long pillows, plenty wardrobe space clothes suitcases free safe, air fantastic quiet did n't need long started cold, staff pleasant spoke excellent english.we booked expedia breakfast n't included option, ate breakfast everyday came pay got bit shock, 110 euros 2 people 4 days, bit steep ask need stock hearty breakfast fuel walking metro right outside hotel easy use used ticket machine bought metro travel card 10 journeys 6 euros.also previous trip advisor said taxi airport hotel 27 euros, think charged got taxi driver did n't zero meter alreay 11 euros, got hotel meter 27 euros showed card extra suitcases added 10 euros, ask taxi.also vigilant money/personal belongings, guide pickpockets hotel room, basically wear money belt wear rucksack, n't wallet/purse pockets, watch backs try not involved street theatre, look know going n't afraid map tourists world.also aa travel guide book recommended restaurant called le quinze nites little square la ramblas, n't bother, queue starts 730pm, doors n't open till 830pm service food rubbish, try little restaurant just left alley ca n't remember called began c tables outside lovely inside food great not little nouvelle cuisine small portions,  ",5,282,1859
9408,"resubmitted review hotel ungherese great hotel despite unfair comments traveler rating 5.0 5 starsflorence ungherese hotel ungherese great hotel despite unfair comments brendastarr thousand oaks ca jan 17 2007i resubmitting review dated jan 17 2006 forgot rate bullets right listing correctly, abide comments.great hotel lovely hosts, thank making anniversary trip fantastic sabina leonardo, thank tripadvisor wonderful forum regarding hotel ungherese fine hotel fantastic people, booked site book directly owners time.in opinion minor negative comments believe extremely unfair unreasonable.my spouse stayed hotel ungherese november 2006 people excellent service knock comfortable accomodations attractive breakfasts fabulous italian cappuchino hot chocolate die, sabrina husband leonardo hardworking gracious pleasant people, yes lower floor units italian shower does not curtain not toilet, stayed room nice clean, bed tad firm taste spouse satisfied, older typical italian building charming, upper units enclosed shower stalls requested, grateful lower units charming garden door fully closed secured doors shutters foster complete privacy, spouse bit arthritus grateful stay lower floor transport mini foldable portable mobility scooter charged overnight nightwe owners kind gracious accomodating, tourists pleasant reasonable owners respond kind, persons hardworking extremely accomodating directions tips helpful way, frankly embarrassed tourists unreasonable spoiled downright unfair, wonder long tourists question work hard demanding work running tourist operation trying hard kinds people, no doubt discouraging good hotel owners work hard tourists rude, enjoyed stay hotel unghurese no doubt return especially fabulous bus connections nearby great restaurant just street note majority great comments people earned, no relation operators hotel lets fair not spoiled, best wishes thanks tripadvisor nice folks help good advice eilene jeff beard thousand oaks ca united statesthis tripadvisor member liked convenience bus accomodations wonderful breakfasts nice gardendisliked bed tad firm spouse liked,  ",5,279,2113
9529,"canal house charm ambassade canal house architecture simultaneously constitutes biggest charm sole negative aspect, unlike amsterdam hotels essentially gutted historic canal house structures leaving sterile building covered veneer historic facade ambassade respects original 17th century structure, public rooms high ceilings cut crystal chandeliers ornate woodwork impressive reproduction antique furniture, small nooks crannys rooms lobby house computers guest use library filled books signed authors stayed hotel, lot fun book enthusiasts, guest rooms expansive windows looking herengracht gentleman canal single canal, hand elevators stairs extraordinarily steep north american standards, favor bellman deliver luggage room architecture enjoyed hotel location room high-quality amenities superb service, hotel brisk 20-minute walk literally anyplace interested going amsterdam museum quarter floating flower market pedestrian shopping streets nightlife leidesplein great restaurants historic canal house museums central train station, plus block albert hein supermarket stocked ready-made sandwiches snacks, hotel affluent area felt comfortable walking night female rooms contained high-thread-count sheets quality toiletries free wireless internet, welcome snack apples bottles mineral water awaited, room surprisingly spacious light-filled, ambassade offers 24 hour room service helpful staff, desk clerks greeting second day, dinner reservations offered print boarding passes pointed nearest grocery store location complained weight laptop offered deliver business location, people like spa experience koan float spa associated hotel doors away.the ambassade excellent reputation years, parents stayed 1985 similarly impressed, hopefully remain choice destination quite time, certainly return,  ",5,225,1802
9718,"n't ask better hotel location service atmosphere list goes, begin, boyfriend 22 years old just recently come amsterdam, went 25th november long weekend, actually stayed tulip inn 3 nights__Ç i__Ç_é not sure paid hotel room flight london amsterdam 3 night stay tulip inn cost total wasn__Ç_é_ bad guess, thought we__Ç_éö brave attempt netherlands public transportation straight forward, landed schiphol airport 8pm walk arrivals schiphol airport station, tickets machines purchase train tickets euro coins cards, train ticket amsterdam central station cost pp rightly remember, took 15 20mins, tram leidseplein hotel situated, no, 1 2 5 tram cost pp reasonably, hotel minutes walk tram stop, hotel located away main leidseplein square area night life goes good thing away hustle bustle got decent nights kip, arriving hotel surprised cos looked modern compared neighbouring hotels outside, desk people friendly courteous, checked fine, got non smoking room 4th floor__Ç room number 423, walk lobby bar area free internet access section 24hr vending machines sells snacks access lift floor, prices beverages main shops, security good needed room key access lift, delighted room__Ç looking window wasn__Ç_é_ magnificent view__Ç room cosy, yes small__Ç european city hotel rooms, hotel far best european city break hotel we__Ç_ée stayed, modern__Ç flat screen tv hanging wall, bathroom spacious, power shower, hairdryer built walls, wardrobe spacious storage clothes, safety deposit box free, housekeeping everyday, fresh cleaned towels provided everyday, staying leidseplein far better staying amsterdam square, leidseplein night life walking distance shops places eat, spent time leidseplein better square, variety things, football fan can__Ç_é_ bare miss game away home holiday boyfriend major arsenal fan walk amsterdam place showed arsenal vs. blackburn luck, there__Ç_é_ english pub right burger king leidseplein square premiership game, like 5 games playing, loads screens watch games time wanted, surreal, experience, went canal bus route outside hotel opposite tram station anne frank house canal boat stopped right outside anne frank house cost, pp canal bus route, anne frank house bit disappointing annex just rooms shopping amsterdam expensive, food drink, souvenir shops sell thing, downside tulip inn housekeeping 8:30am, long night thing want woken knock door hearing keeping__Ç, resolve this__Ç just stick not disturb__Ç sign door sleep, helped little bit walls quite hear noise make landing people__Ç_é_ door slamming walking corridor, all__Ç amsterdam fun, cold time year, tulip inn topped situated great location, hotel amazing, staff polite, hotel clean bright, thought write reviews cos frequent traveller i__Ç_é wary hotels staying reviews tripadvisor helps better picture just hope helps,  ",5,407,2813
9797,"hidden gem, partner stayed hotel nights just valentines day, absolutely 100 better expected given fact reasonably priced central city hotel frankly baffling reviews seen, basically want experience barcelona like real european stay hotel, arrived placed twin room beds pushed meaning massive bed, not quant shuttered balconette windows looking street entrance hotel, bathroom big english speaking albeit american news channel television really need, room spotless remained stay cleaners did excellent job, breakfast authentic european croissants pastries toast fruit cereal juice tea coffee scrambled eggs sausages wished them.we mainly just pigged readiment long day pounding pavements, bakery directly opposite hotel entrance serves excellent baguette sandwiches pack lunch run course need walk end road direction las ramblas main shopping cafe street direction heart gothic quater tiny shutter lined streets cool clothes shops restaurants, metro station minute walk away las ramblas takes major sights course location hotel second none best thing hotel fact looks cool gothic lobby creaky old lift reception b service recieved staff friendly courteous hate admit n't expect busy european city hotels, probably wouldnt recommend hotel height summer simply fact rooms n't minibars water bottles personally want summer holiday like staying beach resorts swimming pool sheer romance hotel not beaten want culture packed relaxing city-break,  ",5,204,1440
9849,"love guelfo bianco, home florence.i absolutely loved 10 days jul/aug hotel, highlights trip italy highly recommend thinking central hotel florence, not bother hotel best hotels stayed anywhere.hotel league compared lots hotels florence italy matter, great value star hotel rooms staff overall service higher rating hotel, begin location unbeatable getting florence hot spots, located cavour walk sights museums galleries, it__Ç_é_ 3 mins walk doumo famous florence leather market 2 mins away food markets yum-don__Ç_é_ miss, pretty 10-15 walk uffizi pitti palace ponte vecchio.my room hotel 1st class pretty spacious lots natural light, big comfy bed lcd tv big spotlessly clean bathroom fantastic balcony facing inner courtyard views old florentine houses, balcony room room 124 interested double room, room servicing daily really good kept spotlessly clean.their complimentary toiletries bathrooms worth mention provided gorgeous olive oil based bathroom soaps shampoos italy ofcourse better normally get.the extra special staff federico daniel gorgeous gulia professionals, happy friendly point right direction good restaurants, reception service better average commended, hotel offers sorts extra little touches hotels just look choccies bar lobby staff coffee nice little aperitif bar choccie.a point available hotel guests latest magazines books guests enjoyment.breakfast just simply scrumptious need start day, offer usual goodies plus yummy fresh fruit organic jams delicious crâme filled croissants fresh coffee boiled eggs bruschetta cheeses prosciutto hotel prosciutto bruschetta breakfast want better standard breakfast hotels hotel easy stay thanks taking care needs giving great room, stay absolutely fantastic can__Ç_é_ wait come soon,  ",5,242,1755
9884,"exceptionally run boutique hotel grand canal near rialto reported matteo does superb job running wonderfully decored boutique hotel right near rialto bridge, pros matteo housekeeping night staff addressed wife time saw, matteo man effusive mien lets opportunity lengthy discussions wonders venetian life pass happy supply recommendations activity water bus timetable memorized, room non-suite non-canal view 280 euro/night late march 2008 spotless large venice vaulted ceilings full-sized king bed, bathroom large shower jet-fitted tub, arriving water taxi directly hotel private dock grand canal great convenience sets mood does porter running grab bags whilst introducing knowing names, hotel common area hall breakfast drinks bar served leads outdoor terrace useful outside winter beautiful, matteo venetian spritzers fact good, evening went gritti palace cocktails tried spritzer, gritti run-down frankly bit depressing drink n't nearly piquant voluminous inexpensive, really think getting better experience way spritzer ponte antico room rate half cocktail rate matteo lets opportunity lengthy discussions wonders venetian life pass, charming just want room key tiniest bit anonymity movements activities, annoying quirk tub raised foot floor bathroom low ceilings just 6'0 hunch considerably stand shower fully squat hair wet, taller bad needed switch rooms, just start thinking staying star hotel star price motel-style shrink wrapped complimentary bathroom toiletries small tube tv remind n't opinion trades happy make reasonable room rate, ac entirely non-functional did n't complain investigate window kept room temperature manageable maybe activated warmer months, hotel quiet room just common hall hear conversations outside vice versa, nice option audio privacy ac fan created white noise.on balance given excellent location enthusiastic management room condition decor ambiance fair room rate absolutely return recommend ponte antico friends family hesitation, bravissimo matteo,  ",5,275,1995
9988,"home away home just completed 11 night stay hotel business vacation mixed, having paris times previously decided better hotel duquesne eiffel 7th arr, neighborhood area, read lot reviews trip advisor decided time hotel duquesne eiffel did n't wrong, charming hotel located ecole militaire block les invalides beautiful area boulevards trees lovely cafes, cross boulevard walk directly champs du mars gorgeous park sits eiffel tower, just blocks hotel rue cler market street think chocolate wine flowers, julie hotel manager dream work, helped make reservation directly hotel did n't frustrated travel dates change, staff fluent english helpful making reservations taxi services offering directions, addicted-to-ice american available lower-level kitchen, room lovely large compared places stayed paris, course fortunate room 5th floor gorgeous view eiffel tower glittering night like diamond pendant hanging sky, hotel recently undergone decor change online photos, subtle tones ecru plum green burgundy relaxing long day working walking sight seeing, rooms cleaned daily room bath spotless, breakfast hotel bargain particularly large pot coffee juice eggs wonderful pastries paris, convenient hotel metro stop easiest fastest way paris, metro travel no difficulty area louvre grand boulevards marais latin quarter outer areas paris, going paris make sure not overlook hotel duquesne, listed 3 star hotel darling spot 5 star rating way,  ",5,207,1438
9998,"gem, weeks looking online hotels paris say dishartened, wanted good quality star hotel good location hotels expensive cases overpriced sure just poor quality, quite late booking finding good careful read reviews possible places pretty impossible boyfriend stumbled duquesne eiffel, good feeling place based reviews particular definitely not disappointed, location great, not emphasize, close eiffel tower stone throw away napoleon tomb hotel des invalides right military academy, 5 minutes away metro station way wonderful little bakery couple restaurants, close main tourist attractions paris quiet nice safe area, metro minutes walking louvre possible, arrived greeted polite young receptionist quickly confirmed booking filled paperwork gave key, room floor 5 cosy nice clean charming absolutely thrilled got saw room especially view, room small weekend trip shouldnt problem unless fussy space, nicely decorated blue yellow good quality clean overall feeling charming french, bathroom positive surprise big window bathtub modern tastefully nice bathtub new showerhead, view- windows room bathroom view eiffel tower, imagine paris no means standard sure people pay lot did, gorgeous night cynical parisians apparently disagree incredible perk positive experience, stayed 3 days no complaints, didnt breakfast expensive nicer local bakery think service excellent cleaning receptionists check-out quick professionally handled, loved paris big thanks positive experience duquesne, absolutely recommend hotel looking charming private conveniently located medium-range hotel- fact sure beats hotels stars fancier addresses- good thought,  ",5,222,1637
10014,"c'est fantastique, morning soak hot tub did n't great big bathrooms super clean towel warmer hair dryer nice deep tub shower listen bells trinite chime- relaxing day checking paris miss, place great, week february room requested months available 64 got emailed n't guarantee room remembered, evening lit spires sacre coeur distance outside big double door windows sat drank champagne table room, tell though- housekeeper let check rooms nosy course stay people checked wonderful rooms suites etc.- husband read hope hint, happily stay them.the folks working excellent- got recommendations incredible restaurants try chez jean want great dress-up nouvelle cuisine evening, reservations help directions friendly smile, housekeeper sweet complimenting little french leaving champagne glasses got couple small shop road set spiffy doily use galleries lafayette gourmet section wonderful demi bottles champagne nice chilled room fridge, giving brief hug saw miserable looked morning thought going home, silly stuff- bought earplugs people complaining noise tripadvisor opened night room little warm turned thermostat twisted radiator closed bit- did n't problem, bed comfortable linen wonderful fresh smell relaxing bath morning big antique armoire inclined want use n't locks door drawers inside- held stuff, charming memorable come, n't like big impersonal chain hotels much- prefer small bed breakfast type places thought hotel langlois folks run wonderful,  ",5,209,1457
10020,"wish stayed longer, loved, chose stay based trip advisor reviews lived high remarks, absolutely loved, price not beat hotel, honeymoon 2 weeks long 6 nights paris 4 beginning trip different hotel 2 end trip langlois chose slightly cheaper hotel 4 nights, wish stayed hotel time, cute really charming, loved location, looked map thought looked like slightly far monuments really n't, not mention fact metro stop close just end street, little restaurants close hotel great little wine shop just street church owner wine shop nice spoke great english, hotel close au printemps galleries lafayette shopping, great little creperie near metro stop, room great, 5th floor great view street huge church/cathedral not sure, tops buildings, loved room, big parisian standards just comfortable, loved reading couple reviews noticed strongly disagree not hotel getting hotel, read reviewers paid 40 euros taxi ride hotel took taxi leg airport travels paris city center, charged 60 euros 2 people 3 suitcases, knew majorly ripped n't, 3 legs airport traveling used company called airport connection pre-book internet loved, n't book expect super-quick trip takes aprx 45 mins-1 hour paris airport vice versa reliable cheapest price, website, loved service, overall just absolutely loved hotel neighborhood situated, true testament ask stay, answer doubt yes, stay wo n't disappointed,  ",5,208,1373
10058,"nice stay nice three-night stay late september, room comfortable quiet, didn__Ç_é___Ç hear noise street rooms, air conditioning worked fine warm afternoon, dÄcor tasteful storage adequate, bathroom equipped small paris standards, having stayed hotel san gregoire 6th beginning trip spoiled larger bathroom, staff friendly helpful, neighborhood safe brief walk champs elysees metro, didn__Ç_é_ try breakfast number cafes close, highly recommend hotel people wanting stay right bank close champs elysees, tried restaurants stay mixed results, great time l__Ç_©ngle du faubourg second line restaurant star taillevent brisk 15-minute walk hotel, food service atmosphere notch, great 35 euro menu dinner ask, posted outside printed menu presented table mentions 70 euro menu expensive la carte, expensive pre-fix menu courses worth asking for.our impressions restaurants tried mixed, citrus etoile near arc triomphe like home-california cuisine, chef ten-year stint southern california, place lots fun chef__Ç_é_ us-born wife model runs dining room, course smoked scottish salmon world main course roasted salmon appealing, maybe hard act follow wonderful course maybe salmon, dessert fresh sorbets good, recommend going smoked salmon good wine list 2004 domaine laroche chablis 30 euro pleasant atmosphere caring service, lighter touch food interesting change dining richer traditional cuisine.the night dined flora five-minute walk hotel, experience bizarre, arrived time 9:00 p.m. reservation took hour food, staff overwhelmed packed restaurant, course fish soup tasty things went downhill, tempted menu description fresh swordfish brochette, meal arrived over-cooked piece fish coated not interesting spices skewer stuck, wife not finish meal, waitress inquired didn__Ç_é_ finish meal, regret told fish dried, waitress immediately picked plate took wife__Ç_é_ fork began mashing leftover fish mushy paste, practically ignored.our dessert brought silence offered coffee, end meal chef came greeted table, french better tried complain, point just wanted leave, retrieve coats cloak closet none staff help, strongly suggest avoid flora,  ",5,294,2137
10072,"spendy worth, hotel banville recently earned 4th star does trip advisor 2, easy, hotel visually appealing lovingly maintained hallways stairwell photogenic, plus elevator need look beautfiful stairways walk, stayed amelie room nice little balcony complete small round table chairs, look rooftops great view eiffel tower, better night treated fantastic eiffel tower light display, room pretty kept-up, amenities fluffy robes in-room safe appreciated, big clawfoot tub romantic wish shower, hate doing in-tub pseudo-shower ask room, bathroom equipped apart missing shower, 2 sinks separate wc plus lots towels magnified makeup mirror, room small desk chair zoomy flat-screen tv.hotel banville staff professional pleasant, location 17th arr, quiet parisian standards pretty, convenient public transportation cheap clean reliable long no strike progress, not throbbing heart paris reasonable walking distance arc triomphe eiffel tower, fun walk batobus terminal near eiffel tower use batobus city floating bus seine locations musee d'orsay pompidou, lovely parc monceau mile away, plus door turn left street not excellent cheese shop first-rate boulangerie, fact baker recently took best baguette honors no mean feat city takes baguettes seriously, downsides hotel banville, air conditioning somewhat anemic neighborhood pretty quiet not quiet sleep windows wide open, mattered 85 90 degrees day warm/muggy night, open window automatically shuts air, energy efficient bummer considering 2nd downside lots hotel guests smoke cigarette smell circulate beautiful stairwell rooms,  ",5,219,1574
10155,"outstanding hotel price stayed june 17-19 based reviews read price experience way expectations, airport took rer b line switched rer c st michel notre dame foche ave stop, minute walk hotel exit exit right port daphine metro station hotel beatiful neighbourhood, arrived way early check think time staff told leave bags exploring, staff extra friendly happy answer questions, asked directions restaurant recommendation say phrases french, travelling room bit small perfect, amenities including a/c iron board mini bar tv etc..plus room 22 french balcony overlooking street nice touch, bathroom modern clean crisp, tv 20 channels sports movies sit coms course paris n't know tv watching doing, laundry service dry cleaners neighbourhood, butcher grocery store bakery 5 minute walking distance hotel, lobby internet free use check email surf net.the hotel near foche ave la grande armee lead arc triomph, walk 10 minutes arc walk metro really walk.. champ elysees maybe cut montaigne far tell high fashion stores seine eifell tower seine want hotel breakfast day, cafes breakfast 5-6 euros maybe little include hot drink croissant juice half baguette butter jam, hotel breakfast expensive wider choice jams honey nutella cereal different pastries, think rush worth otherwie stop 1,000,000 cafes got isabella working desk days stayed, met owner newly born baby, just idea type service going opera evening needed shirt dry cleaned, local dry cleaner n't turn time needed owner said care, returned hotel room evening shirt nicely dry cleaned waiting,  ",5,237,1547
10223,"wonderful retreat freind just returned barcelona yesterday, planed frugal not easy task barcelona, initially stayed turned disastrous choice guesthouse solyk barri gotic barric gotic beautiful area want sleep not stay barrio pick quieter remote location, n't limit, gracia literally 5 minutes away location metro best easiest experienced europe, easily fast, trains run dot 5 minutes.for 75 euros approx. 100 dollars/night solyk offered sparsely furnished small room common area soft drinks tea/coffee place relax small hand towels private bath clincher no phone premises noone available site evening day, no maps tourist info, available, just lots advertisments magazines pertaining gay lifestyle, no pictures adorning walls lights came, deplorable, implore guesthouse manager police chase away drunken vagrants perched outside mattress building decided look new accomidations asap, gracia area lovely residential albeit packed quaint stores restaurants beautiful architecture close guell park, wonderful aparthotel silver, 5 euros right 80 euros/night great deal barcelona got room kitchenette tv phone bath quiet fantastic location hotel ammenities including free internet access lobby, unfortunately 80 euros/night room not available duration stay opted room available suite 120 euros/night, nirvana, huge terrace outdoor chairs tables eat breakfast, lovely huge space blond wood sofa 2 beds tv stereo phone gorgeous huge bath kitchenette microwave dishes cutlery, best finally noiseless night sleep, great benefit staying aparthotel silver breakfast serve 6.5 euros, food quite expensive barcelona, buying staples grocery stores costly, breakfast offer fantastic value not, 6.5 euros serve coffee buffet fruits spread breakfast cheeses meats salad sliced egg croissants rolls sliced bread pastries, fresh plentiful tasty, meal eat tide hours exploring city, hotel located fontana station green line extremely accessable metro bus close attractions remote relaxed feel barcelona, beautiful gaudi house literally right corner, staff lovely helpful, highly recomment aparthotel silver,  ",5,288,2089
10296,"loved hotel, stayed disneyland 21st 24th absolutely loved booked junior suite gives benefits castle club rooms actually wings hotel castle club flors, bit worried hand costing alot extra n't awful lot information rooms n't sure going worth, beautiful room right main reception area ground floor not far walk read review said rooms wings miles away, bedroom large tastefully decorated huge flat scren tv international channels, double doors large lounge children aged 2 5 slept sofa bed sleep children arm chairs desk large tv unit dvd player, access huge bathroom rooms great no children traipsing bedroom middle night, bath separate walk shower dressing area robes slippers gorgeous giftboxed set items like toothbrushes sewing kit snow white seven dwarves, left vase roses bottle champagne cuddly mickey mouse room arrived lovely touch feel really special, lovely patio furniture access beautiful garden, loved, door key allows castle club area hotel breakfast morning nice lounge area overlooking park, good spread food constantly replenished lounge area crowded seated straight away, characters hotel lobby breakfast time come castle club lounge visit table minnie mickey pluto visit whilst, castle club lounge puts afternoon tea 4pm 5.30 day no extra charge lovely really nice selection sweet savoury nibbles good chance rest peaceful surroundings hectic time parks, free soft drinks day, ate inventions night thought great, expensive euros buffet 2 adults 1 paying child bottle wine, worth, point got sick burgers hotdogs queuing endlessly parks not good food welcome proper meal, wonderful spread fish shellfish meat best roast pork tasted, pasta vegetarian options fruit vegetables available not easy disney, childrens favourites desserts nice sit eat not noisy frenetic, lots characters visited tables spent lots time children having photos taken messing mickey minnie tigger penguins mary poppins captain hook gepetto, best thing disneyland location, just convenient parks popping room want rest forgotten no hassle, timed 30 second walk bedroom door nearest turnstile, amazing, disney express luggage service really efficient left desk station arrived room waiting park, day left collected bags room took station leaving free wander disney, great service.being castle club guests vip fastpasses cards fastpass line time day times want n't need use regular fastpass machines time slot return run busy parks, sum hotel say perfect place want magical experience afford pay, no doubt extremely expensive husband week florida cost holiday, n't regret, convenience location worth expense particularly young children castle club facilities great, children absolutely loved place agree really captures disney magic, fantastic holiday definitely start saving return day,  ",5,410,2774
